Gene.Name,Group4,Group1,Group4.1,Group4.2,Group1.1,Group4.3,Group4.4,Group1.2,Group4.5,Group1.3,Group1.4,Group1.5,Group4.6,Group4.7,Group4.8,Group1.6,Group1.8,Group1.9,Group1.10,Group4.9,Group1.11,Group4.10,Group1.12,Group4.11,Group1.13,Group1.14,Group1.15,Group1.16,Group1.17,Group1.18,Group4.12,Group1.19,Group4.13,Group1.20,Group4.14,Group1.21,Group4.15,Group4.16,Group4.17,Group4.18,Group1.22,Group1.23,Group1.24,Group1.25,Group1.26,Group1.27,Group4.19,Group1.28,Group1.29,Group4.20,Group1.30,Group4.21
LY75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57065.55103,0,0,0,0,39264.31189,0,0,95831.67583,46498.45815,164032.486,0,0,0,0,0,0,0,0,0,0,0,86347.30663,0,0,0,0,0,0,0,0,0,0,0,0
EML4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408788.67,0,0,0,0,0,0,0,1597083.309,0,2121966.701,0,0,0,0,0,0,0,0,0,0,0,1332455.336,0,0,0,0,0,1394852.103,0,0,0,0,0,0
TSPAN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT5A,0,0,0,0,0,0,731642.1643,0,0,0,0,0,0,594789.8944,0,0,0,0,0,0,0,0,0,0,752732.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991747.7235,0,0,0,0,0,0,0,0,0
ANP32B,0,0,0,0,0,0,0,0,0,411922.5524,0,584469.3906,794415.5616,1496861.563,0,0,0,0,0,0,276698.0734,0,0,657985.2441,0,0,0,1755913.788,429910.0278,475745.5072,0,0,0,634898.6975,690724.3876,0,0,0,688485.2887,408809.2874,285477.7147,1609718.083,0,727526.2553,0,1286183.568,1452673.397,0,0,12459489.98,0,0
IRGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338841.525,0,0,0,2227138.847,0,0,2029470.733,0,0,0,0,0,0,0,0,0,2762994.083,0,0,0,0,0,411774.6104
C1orf198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1421456.402,0,1463213.237,0,3245274.157,1083193.026,8770946.086,2109664.876,2641141.649,12104843.97,0,27023095.43,1293673.274,0,3178592.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779720.7255,0,0,0,0,0,0,0,0,1418649.414
LTA4H,0,0,0,0,0,689349.6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319980.7259,0,0,0,0,2031580.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193506.121,0,0,0
VASN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280364.869,2197830.006,2164365.676,0,0,0,4702335.284,1498993.671,0,0,1345994.613,1922809.452,1943544.218,0,1301130.859,0,1260509.576,1244424.653,2623918.734,0,0,3584659.84,4285657.613,0,2460966.792
CDC42BPG,1171400.971,0,3436084.234,0,0,0,1731147.865,1251710.875,0,0,0,0,0,0,0,0,0,0,1747211.626,0,0,0,0,0,0,0,0,451686.01,0,0,0,0,0,0,0,0,0,0,241454.6125,0,3682392.726,0,1749286.768,0,0,936857.0408,0,0,976026.0207,0,0,0
CDC42BPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922146.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91464.08758,340617.7299,0,689070.8627,0,0
PCCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120226.4439,0,0,90543.32976,252180.2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK,94181.26564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359902.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445201.8855,0,450125.6879
MNDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHCYL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBEAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3CG,0,0,0,0,0,0,0,0,0,0,92065.42248,0,0,61636.01488,0,0,0,0,0,0,0,0,0,0,0,0,0,196779.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324550.6703,0,0,0,0,0,0,0,0,0
MAMDC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGLEC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227454.077,0,917623.2526,0,0,0,1870419.631,60190.02352,0,0,0,0,0,0,0,84870.12038,0,0,0,0,115465.9125,0,314083.4599,916783.0818,0,240678.1743,0
PTGIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22507.94229,0,0,0,18800.83556,13755.53478,0,0,5604.579627,0,16701.90344,0,0,6023.352385,0,0,0,33053.97493,0,0,0,0
IGF2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST8SIA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB4,0,0,0,0,0,0,0,0,0,0,4527811.501,0,0,0,0,0,1301035.657,1854385.279,0,0,633066.4089,0,2024168.274,2715470.26,0,2024995.569,2090313.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP53,0,806324.9913,517957.0969,0,367057.8334,0,194619.1884,0,269852.8446,161283.0251,0,0,221091.1709,0,913274.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371637.5304,803793.6137,0,352266.8687,325403.2755,244125.3402,0,0,32036.74537,0,142370.1491,0,0,0,904699.9176,0,0,0,0,0,0,0
PDIA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.DRB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLXNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573935.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266966.732,823828.168,0,0,2439260.818,0,0,0,0,3851615.327,0,0,0,0,0,994198.2106,0,0,0,0
VEGFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USH1C,0,0,0,0,2366829.739,0,0,0,0,0,0,0,1505913.194,0,427122.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586117.8694,982654.4785,0,0,570733.5122,0,627098.2135,0,0,0
CD109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA2,0,0,0,0,0,0,0,515244.5517,848304.3535,603134.8254,0,910974.3614,0,0,1224965.561,1260314.934,679194.7327,0,757178.006,0,586951.8799,0,0,980723.6796,0,0,820408.8744,871919.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368023.1411,192112.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703940.4193,328644.0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC43A3,0,0,0,623051.0557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872070.2415,0,838085.3786,0,607056.1555,1991189.497,0,0,0,0,0,0,0,0,0,0
ETFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H6PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS3ST4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190252.267,0,0,0,0,2130360.94,0,2517145.27,0,0,3964761.451,0,0,0,0,0,0,0,0,0,0,0,2032531.947,0,0,0,0,0,0,0,0,824801.8459,0,0,1105162.369
REEP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYAB,0,0,961129.0759,0,475303.2668,0,0,0,448053.1959,0,0,0,3838378.014,0,0,0,0,0,0,0,0,0,0,1310487.139,0,0,0,0,0,0,0,0,4824505.751,0,0,0,0,0,0,0,0,0,0,0,1529228.874,0,0,0,0,0,1744018.936,0
NHLRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332755.384,1298139.049,2152559.701,1263303.924,0,1234975.019,2860103.818,1290279.267,840394.6711,1411579.427,0,0,2953640.939,0,1238745.063,0,1262029.337,0,0,0,0,0,0,0
TBC1D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX9,0,0,0,0,48551.8709,0,0,0,0,0,178837.0549,0,0,0,0,0,155275.2709,62807.63595,0,0,0,0,0,0,79208.50368,66536.69594,0,0,105698.9528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118923.9867,0,0,0,0,0,0,0
OR11G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497864.9166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304607.5761,0,0,0,0,0,0
IGKJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYND11,0,0,0,0,1081459.509,0,0,1269022.882,782003.0812,873462.4386,1002439.591,0,539150.4615,0,1386591.596,0,0,0,2479695.611,1510316.886,1479990.173,767246.0666,0,3490084.678,0,0,1798283.038,0,0,0,0,0,1702437.526,0,0,0,0,0,0,0,906723.2417,0,1238663.388,1477740.43,0,0,814968.7747,0,764762.4455,0,0,0
NPAS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAPBP,0,0,0,0,0,125183.5244,0,0,46656.42068,0,0,0,0,0,0,29885.9674,0,54787.11915,0,0,0,0,0,0,0,0,0,2408137.622,0,0,132930.5261,0,0,0,66200.68735,0,0,61290.60192,0,580761.3113,0,0,0,53912.3623,0,1446689.055,0,56917.41401,0,0,1317387.155,0
MCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR16,0,0,0,0,0,0,0,0,0,647225.9966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868952.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464618.575,0,0,0,0,0,0,0,0,0
PCNP,0,0,1758380.121,2414779.634,2421142.808,0,2402354.345,3038230.489,0,0,0,0,0,0,0,0,3102208.736,0,0,741646.0457,0,0,0,0,0,0,0,0,0,0,0,2626215.975,0,0,3048734.775,2063034.059,0,2934723.139,0,1118158.622,1490541.414,0,0,0,0,0,0,0,0,0,0,0
FGL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGGT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680122.406,0,0,0,0,0,0,0,0,0,0,1079612.115,0,0,0,0,0,0,0,0,0,0,0,17506526.92,0
RAB11FIP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCSTN,0,0,0,0,0,0,0,0,0,1152758.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279812.407,0,0,0,0,0,0,0,424762.7577,0,0,0,0,0,0,0,0,0,0,0,0,0,857643.3556,552365.1305,0
SLC30A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEGAIN,417880.7866,0,339136.209,255653.2153,0,163893.254,215267.8796,244794.0649,301006.5199,298489.5059,448833.6859,0,0,0,468669.3814,649965.861,150723.8657,424344.922,332058.56,0,264349.2168,0,411019.7463,0,0,559485.8962,0,0,267213.0503,0,0,0,0,121202.98,0,0,0,0,0,0,135699.172,0,104146.0436,241612.6272,0,0,0,0,0,0,76240.13368,219527.2319
GDPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAR2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783538.851,0,0,0,0,0,0,0,0,0,0,0,1051426.726,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD99L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384599.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP1S,0,0,0,0,0,0,0,0,0,0,0,0,0,516662.8549,0,0,0,744902.8335,0,0,0,0,0,525958.7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1L1,0,0,1188111.27,0,1751138.544,3560983.069,3333907.911,2694221.754,0,3194424.409,2785787.745,2500265.903,1417781.139,2568949.574,5862253.282,5901705.413,1880021.742,2264073.067,5174283.985,3579562.754,3329712.59,5553354.054,4939253.166,5798128.587,1747776.888,5738039.463,2421023.723,15491321.59,9318582.615,8897955.469,1260293.213,1247051.101,4690828.743,2417084.33,33370276.19,4928988.374,0,1965260.225,0,5742732.606,4397965.271,4611036.928,2718361.161,2928622.781,4760908.349,12097632.8,29013215.56,27068347.98,26342884.51,25094182.01,21048241.12,48742644.63
CEP83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252589.726,0,0,0
ATP6AP1,0,0,0,0,0,0,0,0,0,0,1077728.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981463.579,0,0,0,0,2323303.22,0,0,0,0,0,0,0,0,3379456.904,0,844360.9976,0,0,0,0,8627138.122,0,0,0
ARL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACSIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947081.1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307419.439,0,0
AGO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC2N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632818.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293294.008,1076673.982
GET3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845886.5522,0,0,2493445.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDBF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12406462.42,0,8183971.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP34,2337758.975,0,0,0,1038316.294,0,885656.9026,0,0,0,0,1095634.237,0,0,0,0,0,2156081.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468335.158,0,0,0
ARID4A,0,0,0,0,799221.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051052.597,1655822.789,4119076.07,0,1090882.096,810976.7363,0,0,0,0,0,0,0,674775.2577,0,0,0,0,0,0,0,0,0,0,0
VPS26A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPNT2,1329208.203,0,515479.56,0,651029.8104,0,408821.219,0,1009222.074,604423.1024,820505.3098,0,905053.7474,1062134.823,437622.2433,0,700664.2565,566354.6773,330346.4777,280982.1413,0,6474138.534,424816.0861,488522.3172,399984.2835,1292620.511,1105957.273,3317192.599,1023366.851,2953639.664,0,0,0,502941.6313,0,2102836.461,0,0,1217574.566,0,0,0,0,376491.9494,695793.2602,962965.6457,2195339.311,779108.3225,1661813.704,0,908664.9391,1591438.295
